customer_id,customer_name,snapshot_date,age,tenure_months,customer_segment,income_regularity,customer_yearly_value,loyalty,products_count,has_credit_card,has_loan,days_since_last_transaction,balance_change_30d,transaction_change_30d,card_spend_change_30d,app_login_change_30d,salary_missing_days,external_transfer_change_30d,upi_share_of_spend,fd_maturing_in_30d,products_dropped_90d,complaints_30d,unresolved_complaints,failed_transactions_30d,avg_resolution_time_hrs,emi_bounce_30d,complaint_text,branch_code,card_colour,churn_flag
C10015,Chakradev Kari,2026-01-01,26,61,salary,regular,31007.6047,0.2803,3,0,1,10,35.306,15.0402,34.419,13.0816,1.0,-22.4167,0.6361,0,0,1,0,0,20.4447,0,Your ATM printed slip saying transaction cancelled but money went out.,BR-135,green,0
C10015,Chakradev Kari,2026-02-01,26,61,salary,regular,31007.6047,0.2803,3,0,1,9,-12.3265,0.6247,11.8097,-12.0173,1.0,5.0025,0.5545,0,0,0,0,0,0.0,1,,BR-135,green,0
C10015,Chakradev Kari,2026-03-01,26,61,salary,regular,31007.6047,0.2803,3,0,1,16,-9.6973,5.3403,-25.1074,-22.8107,3.0,25.4905,0.632,0,1,2,0,2,20.3673,0,"Please confirm my final EMI, the app and passbook show different amounts.",BR-135,green,0
C10015,Chakradev Kari,2026-04-01,26,61,salary,regular,31007.6047,0.2803,3,0,1,18,-12.7336,-19.7218,-35.5236,3.1004,5.0,67.1487,0.6785,0,0,0,0,2,0.0,0,,BR-135,green,0
C10015,Chakradev Kari,2026-05-01,26,61,salary,regular,31007.6047,0.2803,3,0,1,19,-35.2398,-33.6527,-33.7459,-37.2348,4.0,44.4991,0.7596,0,0,0,0,1,0.0,0,,BR-135,green,1
C10016,Fariq Kaul,2026-01-01,30,69,business,irregular,58501.732,-0.352,3,1,0,1,-5.8007,10.9757,-1.6618,-16.9342,,53.071,0.3227,0,0,0,0,2,0.0,0,,BR-109,gold,0
C10016,Fariq Kaul,2026-02-01,30,69,business,irregular,58501.732,-0.352,3,1,0,10,-26.0162,-11.5856,-15.4332,-2.9797,,35.9905,0.3523,1,0,0,0,2,0.0,0,,BR-109,gold,0
C10016,Fariq Kaul,2026-03-01,30,69,business,irregular,58501.732,-0.352,3,1,0,13,-5.0943,-25.2795,-24.5399,-16.7133,,0.873,0.4228,1,1,0,0,3,0.0,0,,BR-109,gold,0
C10016,Fariq Kaul,2026-04-01,30,69,business,irregular,58501.732,-0.352,3,1,0,23,-42.5915,-32.8862,-29.5141,-29.0928,,75.802,0.5149,0,0,2,1,1,32.8191,0,Amount debited from account but merchant says payment not received.,BR-109,gold,0
C10016,Fariq Kaul,2026-05-01,30,69,business,irregular,58501.732,-0.352,3,1,0,19,-63.0504,-69.3413,-62.7247,-68.1515,,115.684,0.5757,0,1,4,3,0,73.4839,0,Please inform in advance when the branch will be closed for audit.,BR-109,gold,0
C10016,Fariq Kaul,2026-06-01,30,69,business,irregular,58501.732,-0.352,3,1,0,33,-72.8659,-73.984,-66.8277,-64.4779,,131.6964,0.6504,0,3,0,0,3,0.0,0,,BR-109,gold,1
C10017,Lajita Mall,2026-01-01,44,89,salary,regular,40964.2704,-1.4874,3,1,1,6,-0.0132,3.157,-14.1708,-6.623,4.0,-1.9234,0.5119,0,0,1,1,2,18.137,0,"Kindly enable UPI on my account, it has been disabled without notice.",BR-131,green,0
C10017,Lajita Mall,2026-02-01,44,89,salary,regular,40964.2704,-1.4874,3,1,1,8,-9.9463,10.9389,33.8539,18.5075,1.0,22.225,0.5189,0,0,1,0,0,1.0,0,Same amount debited three times for one transaction. Please check urgently.,BR-131,green,0
C10017,Lajita Mall,2026-03-01,44,89,salary,regular,40964.2704,-1.4874,3,1,1,5,20.7578,-11.6717,3.4273,19.0462,1.0,-19.0657,0.5626,0,0,1,0,1,12.725,0,KYC update took four visits. Every time a new document was demanded.,BR-131,green,0
C10017,Lajita Mall,2026-04-01,44,89,salary,regular,40964.2704,-1.4874,3,1,1,7,30.2703,24.7023,34.4121,3.6335,0.0,17.854,0.4725,0,0,0,0,0,0.0,0,,BR-131,green,0
C10017,Lajita Mall,2026-05-01,44,89,salary,regular,40964.2704,-1.4874,3,1,1,2,29.5166,-5.9508,24.3771,33.3615,0.0,14.1451,0.3988,0,0,0,0,2,0.0,0,,BR-131,green,0
C10017,Lajita Mall,2026-06-01,44,89,salary,regular,40964.2704,-1.4874,3,1,1,2,53.1929,38.9711,32.3635,9.3925,0.0,-38.6083,0.4304,0,0,1,0,0,20.4034,0,My EMI is debited on 5th but salary comes on 7th. Please shift the date.,BR-131,green,0
C10018,Janya Gaba,2026-01-01,41,215,farmer,seasonal,5588.9917,1.121,4,1,1,12,-6.8169,-15.7523,-33.81,-11.7752,,17.4411,0.4542,1,0,3,2,1,34.132,0,"Requesting a fee free account variant, my income is seasonal.",BR-127,green,0
C10018,Janya Gaba,2026-02-01,41,215,farmer,seasonal,5588.9917,1.121,4,1,1,12,-15.97,-13.9929,3.7148,-23.2895,,34.2538,0.3553,1,1,0,0,2,0.0,0,,BR-127,green,0
C10018,Janya Gaba,2026-03-01,41,215,farmer,seasonal,5588.9917,1.121,4,1,1,4,17.3307,14.3899,17.5395,17.0657,,-25.1876,0.3391,1,0,0,0,0,0.0,1,,BR-127,green,0
C10018,Janya Gaba,2026-04-01,41,215,farmer,seasonal,5588.9917,1.121,4,1,1,1,33.0621,2.679,-4.0205,42.7406,,-15.8433,0.2839,1,0,6,6,6,113.4201,1,"Requesting update of my address, I have submitted proof three times.",BR-127,green,0
C10018,Janya Gaba,2026-05-01,41,215,farmer,seasonal,5588.9917,1.121,4,1,1,6,-11.0293,25.4099,8.4787,20.9094,,-9.0426,0.3268,1,0,3,3,4,109.995,1,"Cash withdrawal failed twice, amount debited, receipt not printed.",BR-127,green,1
C10019,Isha Kadakia,2026-01-01,62,186,pension,regular,38246.9253,0.4857,1,0,0,2,-1.332,6.0097,3.6843,-8.3475,2.0,11.0192,0.4797,0,0,0,0,0,0.0,0,,BR-129,blue,0
C10019,Isha Kadakia,2026-02-01,62,186,pension,regular,38246.9253,0.4857,1,0,0,0,-19.1579,13.7627,34.4354,32.092,0.0,-16.467,0.5731,0,0,0,0,0,0.0,0,,BR-129,blue,1
C10020,Ekbal Garg,2026-01-01,44,129,salary,regular,49712.0087,0.8132,3,1,1,5,14.0267,11.8719,10.2329,-13.9599,0.0,10.072,0.196,0,0,1,0,0,37.1997,0,"Kindly reissue my card, the chip has stopped reading at merchants.",BR-121,gold,0
C10020,Ekbal Garg,2026-02-01,44,129,salary,regular,49712.0087,0.8132,3,1,1,7,2.0717,-20.8684,40.1308,-11.8464,0.0,-17.372,0.2503,0,0,0,0,2,0.0,0,,BR-121,gold,0
C10020,Ekbal Garg,2026-03-01,44,129,salary,regular,49712.0087,0.8132,3,1,1,9,-2.7844,-6.8479,29.7556,10.6865,1.0,10.3921,0.3316,0,0,0,0,0,0.0,0,,BR-121,gold,0
C10020,Ekbal Garg,2026-04-01,44,129,salary,regular,49712.0087,0.8132,3,1,1,15,8.0467,-3.3328,-10.0338,16.5673,0.0,-12.1194,0.2984,1,0,0,0,0,0.0,1,,BR-121,gold,0
C10020,Ekbal Garg,2026-05-01,44,129,salary,regular,49712.0087,0.8132,3,1,1,2,20.7543,-2.6358,-6.2354,30.7734,0.0,2.7444,0.1074,0,0,0,0,2,0.0,0,,BR-121,gold,0
C10020,Ekbal Garg,2026-06-01,44,129,salary,regular,49712.0087,0.8132,3,1,1,0,15.5916,46.2372,32.2149,35.1325,0.0,-19.1103,0.2554,0,0,0,0,0,0.0,0,,BR-121,gold,0
C10021,Nihal Shere,2026-01-01,68,67,pension,regular,53923.8116,1.2962,1,0,0,2,8.5338,18.1117,10.1201,2.293,0.0,30.6497,0.085,0,0,0,0,2,0.0,0,,BR-127,black,0
C10021,Nihal Shere,2026-02-01,68,67,pension,regular,53923.8116,1.2962,1,0,0,0,22.6994,22.9781,23.1084,35.5929,0.0,18.9762,0.1816,0,0,0,0,1,0.0,0,,BR-127,black,0
C10021,Nihal Shere,2026-03-01,68,67,pension,regular,53923.8116,1.2962,1,0,0,3,1.4268,3.064,-2.4967,-3.6173,0.0,32.1701,0.1427,0,0,0,0,2,0.0,0,,BR-127,black,0
C10021,Nihal Shere,2026-04-01,68,67,pension,regular,53923.8116,1.2962,1,0,0,0,-22.8369,8.17,-25.4539,10.0679,0.0,25.3372,0.2068,0,0,0,0,0,0.0,0,,BR-127,black,0
C10021,Nihal Shere,2026-05-01,68,67,pension,regular,53923.8116,1.2962,1,0,0,2,3.3957,-6.928,17.5985,36.0273,0.0,1.7034,0.0985,0,0,0,0,0,0.0,0,,BR-127,black,0
C10021,Nihal Shere,2026-06-01,68,67,pension,regular,53923.8116,1.2962,1,0,0,7,-9.9794,-23.4729,-5.6796,5.694,1.0,0.459,0.2249,0,0,1,0,4,19.1837,0,"Kindly enable UPI on my account, it has been disabled without notice.",BR-127,black,0
C10022,Anamika Kanda,2026-01-01,39,50,vendor,irregular,17266.309,-0.6653,2,0,1,14,-9.9198,-8.7044,-9.9612,-25.0753,,27.7963,0.7686,0,0,0,0,1,0.0,0,,BR-103,silver,0
C10022,Anamika Kanda,2026-02-01,39,50,vendor,irregular,17266.309,-0.6653,2,0,1,9,-2.9315,-13.2237,12.3524,-21.1532,,22.6596,0.718,0,0,0,0,0,0.0,0,,BR-103,silver,0
C10022,Anamika Kanda,2026-03-01,39,50,vendor,irregular,17266.309,-0.6653,2,0,1,11,-13.6144,18.8718,2.2223,-24.4723,,10.0724,0.6934,0,0,0,0,0,0.0,0,,BR-103,silver,0
C10022,Anamika Kanda,2026-04-01,39,50,vendor,irregular,17266.309,-0.6653,2,0,1,3,11.4801,0.5356,15.9579,4.3786,,26.5736,0.6132,0,0,0,0,0,0.0,0,,BR-103,silver,0
C10022,Anamika Kanda,2026-05-01,39,50,vendor,irregular,17266.309,-0.6653,2,0,1,5,8.4297,-13.6573,23.1502,31.9528,,-30.6183,0.7251,0,0,0,0,1,0.0,1,,BR-103,silver,0
C10022,Anamika Kanda,2026-06-01,39,50,vendor,irregular,17266.309,-0.6653,2,0,1,0,5.4882,-9.887,19.5195,3.0531,,9.0518,0.7789,1,0,0,0,0,0.0,0,,BR-103,silver,0
C10023,Daksh Karnik,2026-01-01,36,1,vendor,irregular,5425.03,0.7783,3,0,1,9,-11.9489,-8.5075,-4.2162,15.0384,,71.0104,0.3982,0,0,0,0,0,0.0,1,,BR-130,blue,0
